gender,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,total_assets,loan_status,loan_to_income_ratio,asset_to_loan_ratio
Female,0.4,Graduate,Yes,0.03092783505154639,0.033163265306122444,0.1111111111111111,0.605,0.03322259136212625,Rejected,0.6800000000000002,0.2796420581655481
Female,0.8,Not Graduate,Yes,0.27835051546391754,0.23214285714285712,0.6666666666666665,0.8,0.18050941306755264,Rejected,0.6964000000000001,0.20886719544437668
Female,0.4,Graduate,No,0.2577319587628866,0.25510204081632654,0.4444444444444445,0.7266666666666668,0.11184939091915837,Rejected,0.9259999999999999,0.0547081553792963
Male,1.0,Graduate,No,0.6288659793814433,0.364795918367347,0.5555555555555556,0.5866666666666667,0.4739756367663345,Rejected,0.3268,0.44925767744559697
Female,0.4,Graduate,No,0.49484536082474223,0.4872448979591837,0.5555555555555556,0.025000000000000022,0.3853820598006645,Rejected,0.952,0.21639210900955871
Male,0.8,Graduate,No,0.5773195876288659,0.3494897959183674,0.7777777777777777,0.3833333333333334,0.46843853820598014,Rejected,0.36560000000000004,0.4677648972950986
Female,0.8,Graduate,Yes,0.6494845360824741,0.6479591836734694,0.8888888888888888,0.018333333333333313,0.469545957918051,Rejected,0.9816,0.18608907870652838
Female,0.0,Not Graduate,Yes,0.03092783505154639,0.028061224489795915,0.0,0.41833333333333345,0.027685492801771877,Rejected,0.5199999999999998,0.2686597518812285
Female,0.0,Not Graduate,No,0.4845360824742268,0.2423469387755102,0.7777777777777777,0.040000000000000036,0.28128460686600226,Rejected,0.19999999999999996,0.3829570876550742
Female,1.0,Not Graduate,No,0.29896907216494845,0.2346938775510204,1.0,0.3566666666666667,0.21926910299003324,Rejected,0.6259999999999999,0.27984543420785035
Female,0.8,Graduate,No,0.8247422680412371,0.7091836734693877,0.5555555555555556,0.6600000000000001,0.6002214839424143,Approved,0.7707999999999999,0.24262761846654465
Female,0.8,Not Graduate,Yes,0.2268041237113402,0.13520408163265304,0.1111111111111111,0.6033333333333335,0.17940199335548176,Rejected,0.33320000000000005,0.450274557657108
Female,1.0,Not Graduate,Yes,0.7010309278350515,0.6045918367346939,0.2222222222222222,0.06000000000000005,0.5647840531561462,Rejected,0.7715999999999998,0.2830994508846858
Female,0.6000000000000001,Not Graduate,Yes,0.9072164948453608,0.7959183673469388,0.4444444444444445,0.9166666666666667,0.8361018826135106,Approved,0.8,0.33760423022167996
Male,0.4,Not Graduate,No,0.9896907216494845,0.6377551020408163,0.5555555555555556,0.021666666666666723,0.6622369878183832,Rejected,0.43279999999999985,0.3312995729103112
Male,0.4,Graduate,No,0.5670103092783505,0.29846938775510207,0.2222222222222222,0.1050000000000001,0.40531561461794025,Approved,0.242,0.4744763066910719
Female,0.2,Not Graduate,Yes,0.061855670103092786,0.033163265306122444,0.4444444444444445,0.22666666666666668,0.04097452934662237,Rejected,0.19999999999999996,0.36851738865161676
Female,1.0,Not Graduate,Yes,0.845360824742268,0.5535714285714285,0.0,0.8833333333333335,0.3610188261351052,Approved,0.4476,0.1525320317266626
Female,0.6000000000000001,Graduate,No,0.4845360824742268,0.29591836734693877,0.3333333333333333,0.52,0.39091915836101887,Approved,0.37159999999999993,0.4575960951799878
Male,0.4,Graduate,Yes,0.15463917525773194,0.07908163265306123,0.3333333333333333,0.6516666666666668,0.132890365448505,Approved,0.19999999999999996,0.5891803945495221
Female,0.6000000000000001,Not Graduate,No,0.14432989690721648,0.15051020408163265,0.8888888888888888,0.56,0.11517165005537099,Rejected,0.95,0.2017490339637991
Male,1.0,Graduate,Yes,0.8041237113402061,0.6862244897959183,0.2222222222222222,0.08000000000000007,0.33333333333333337,Rejected,0.76,0.07545251169412245
Male,1.0,Graduate,No,0.3505154639175258,0.18877551020408162,0.7777777777777777,0.8833333333333335,0.230343300110742,Rejected,0.2555999999999998,0.4073622127313403
Male,0.6000000000000001,Not Graduate,Yes,0.13402061855670103,0.12244897959183675,0.2222222222222222,0.08666666666666667,0.07087486157253599,Rejected,0.76,0.11856823266219238
Male,0.2,Graduate,No,0.7835051546391752,0.45408163265306123,0.0,0.6866666666666668,0.5548172757475084,Approved,0.3284,0.41488712629652225
Male,0.4,Not Graduate,No,0.9175257731958762,0.6275510204081632,0.7777777777777777,0.8700000000000001,0.7774086378737542,Approved,0.49439999999999995,0.42403904820012206
Female,0.6000000000000001,Graduate,No,0.12371134020618556,0.07908163265306123,0.2222222222222222,0.4,0.0664451827242525,Rejected,0.37159999999999993,0.2302216798861094
Female,0.4,Graduate,Yes,0.061855670103092786,0.05102040816326531,0.5555555555555556,0.07000000000000006,0.06312292358803986,Rejected,0.55,0.3868212324588164
Female,1.0,Graduate,No,0.6494845360824741,0.33418367346938777,0.8888888888888888,0.8116666666666668,0.4396456256921374,Approved,0.2247999999999999,0.45617246288387225
Female,0.8,Graduate,No,0.8041237113402061,0.7015306122448979,0.7777777777777777,0.05166666666666675,0.566998892580288,Rejected,0.79,0.22493390278625183
Female,0.6000000000000001,Not Graduate,Yes,0.4123711340206186,0.364795918367347,0.2222222222222222,0.6316666666666668,0.24916943521594687,Rejected,0.7904,0.1663616026032134
Male,0.2,Graduate,Yes,0.4845360824742268,0.4795918367346939,0.6666666666666665,0.6283333333333334,0.4241417497231451,Approved,0.9592,0.25950782997762867
Female,0.6000000000000001,Not Graduate,No,0.5463917525773195,0.5153061224489796,0.5555555555555556,0.5566666666666666,0.39534883720930236,Rejected,0.8908,0.20561317876754118
Female,0.2,Not Graduate,Yes,0.9587628865979381,0.4795918367346939,0.7777777777777777,0.6033333333333335,0.6600221483942414,Approved,0.20440000000000003,0.4862721171446004
Male,0.8,Graduate,No,0.7319587628865979,0.6403061224489796,0.7777777777777777,0.33666666666666667,0.36434108527131787,Rejected,0.7916000000000001,0.11409395973154365
Female,0.4,Graduate,No,0.8762886597938144,0.6224489795918366,0.4444444444444445,0.2250000000000001,0.4761904761904762,Approved,0.5355999999999999,0.20479967459833234
Male,1.0,Not Graduate,No,0.3711340206185567,0.18622448979591835,0.1111111111111111,0.6483333333333334,0.23366555924695462,Rejected,0.19999999999999996,0.4228187919463088
Female,0.2,Not Graduate,Yes,0.845360824742268,0.5790816326530612,0.5555555555555556,0.595,0.7740863787375416,Approved,0.49519999999999986,0.46918852959121415
Male,0.4,Graduate,Yes,0.5051546391752577,0.49489795918367346,1.0,0.4833333333333334,0.4330011074197121,Approved,0.9452,0.2552369330892821
Female,1.0,Not Graduate,No,0.6701030927835051,0.6173469387755102,0.5555555555555556,0.8633333333333335,0.3200442967884829,Rejected,0.8628,0.09070571486678869
Female,0.4,Not Graduate,No,0.422680412371134,0.26275510204081637,0.8888888888888888,0.21833333333333338,0.19601328903654489,Rejected,0.3859999999999999,0.1948342485255237
Male,1.0,Graduate,Yes,0.9381443298969072,0.770408163265306,0.8888888888888888,0.9016666666666668,0.8028792912513844,Approved,0.712,0.3335367093756356
Male,0.2,Graduate,No,0.7422680412371133,0.46173469387755106,1.0,0.20166666666666666,0.540420819490587,Approved,0.3944000000000001,0.3912955053894651
Male,0.8,Not Graduate,Yes,0.5463917525773195,0.4566326530612245,0.7777777777777777,0.8283333333333334,0.30786267995570327,Approved,0.7236,0.16249745779947125
Male,0.4,Not Graduate,No,0.8556701030927835,0.4744897959183674,0.8888888888888888,0.29666666666666675,0.8527131782945737,Approved,0.2896000000000001,0.6802928615009152
Male,0.6000000000000001,Not Graduate,Yes,0.9690721649484536,0.770408163265306,0.8888888888888888,0.615,0.4651162790697675,Approved,0.6708000000000001,0.13016066707341875
Male,1.0,Not Graduate,Yes,0.8865979381443299,0.7295918367346939,0.2222222222222222,0.10833333333333339,0.7165005537098561,Rejected,0.7136,0.3056741915802319
Male,0.6000000000000001,Not Graduate,Yes,0.3195876288659794,0.18367346938775508,1.0,0.4766666666666667,0.22369878183831676,Rejected,0.30920000000000003,0.40614195647752693
Male,0.8,Graduate,Yes,0.3814432989690722,0.30612244897959184,0.8888888888888888,0.8066666666666666,0.3322259136212625,Approved,0.6616,0.35021354484441736
Female,0.2,Graduate,No,0.4020618556701031,0.25510204081632654,0.5555555555555556,0.10666666666666669,0.36434108527131787,Rejected,0.40480000000000005,0.5049827130364043
Female,0.6000000000000001,Not Graduate,No,0.8350515463917525,0.7346938775510203,0.4444444444444445,0.6916666666666667,0.593576965669989,Approved,0.8024,0.22493390278625183
Male,0.0,Not Graduate,Yes,0.2577319587628866,0.24999999999999997,1.0,0.655,0.09745293466223699,Approved,0.8964000000000001,0.03274354281065692
Female,0.8,Graduate,No,0.556701030927835,0.30867346938775514,0.1111111111111111,0.7950000000000002,0.2823920265780731,Approved,0.28559999999999997,0.2723205206426683
Female,0.0,Graduate,No,0.17525773195876287,0.11989795918367348,0.5555555555555556,0.020000000000000018,0.1517165005537099,Rejected,0.4528000000000001,0.42098840756558875
Female,0.8,Not Graduate,Yes,0.03092783505154639,0.030612244897959183,1.0,0.06666666666666665,0.026578073089700997,Rejected,0.6000000000000001,0.2271710392515762
Female,1.0,Graduate,Yes,0.5257731958762886,0.4668367346938776,0.1111111111111111,0.14333333333333342,0.31118493909191586,Rejected,0.8035999999999999,0.15904006508033355
Male,1.0,Not Graduate,No,0.7010309278350515,0.45918367346938777,0.1111111111111111,0.19666666666666666,0.6511627906976745,Rejected,0.4456,0.5053894651210087
Female,0.6000000000000001,Not Graduate,Yes,0.5773195876288659,0.41836734693877553,0.7777777777777777,0.7250000000000001,0.3444075304540421,Approved,0.5515999999999999,0.23103518405531828
Male,0.4,Not Graduate,No,0.24742268041237112,0.20663265306122447,0.2222222222222222,0.32333333333333336,0.19379844961240314,Rejected,0.6923999999999999,0.2808623144193614
Female,0.4,Not Graduate,No,0.17525773195876287,0.15816326530612243,0.8888888888888888,0.6183333333333334,0.09523809523809525,Rejected,0.7684,0.12914378686190767
Female,0.8,Graduate,No,0.5670103092783505,0.36989795918367346,0.7777777777777777,0.6616666666666668,0.45293466223698786,Approved,0.4383999999999999,0.4150905023388245
Female,0.0,Graduate,No,0.9072164948453608,0.846938775510204,0.3333333333333333,0.8350000000000002,0.7375415282392027,Approved,0.8888,0.25422005287777105
Male,0.4,Not Graduate,No,0.8556701030927835,0.7423469387755102,0.5555555555555556,0.4600000000000001,0.6312292358803987,Approved,0.7836000000000001,0.24445800284726463
Female,0.0,Not Graduate,No,0.05154639175257732,0.028061224489795915,0.6666666666666665,0.5650000000000002,0.060908084163898125,Rejected,0.19999999999999996,0.7044946105348792
Male,0.8,Graduate,No,0.3402061855670103,0.2193877551020408,0.1111111111111111,0.28333333333333344,0.19269102990033224,Rejected,0.4172,0.25422005287777105
Female,0.0,Not Graduate,No,0.8865979381443299,0.7882653061224489,0.1111111111111111,0.8766666666666667,0.4972314507198229,Approved,0.8180000000000001,0.1427699816961562
Male,0.4,Not Graduate,Yes,0.9999999999999999,0.5331632653061225,0.7777777777777777,0.1050000000000001,0.7740863787375416,Approved,0.25639999999999996,0.5218629245474883
Female,0.6000000000000001,Graduate,No,0.3505154639175258,0.211734693877551,1.0,0.5216666666666667,0.25359911406423036,Rejected,0.3555999999999999,0.39841366687004276
Male,0.6000000000000001,Not Graduate,Yes,0.288659793814433,0.20153061224489796,0.7777777777777777,0.6883333333333335,0.2779623477297896,Rejected,0.4932000000000001,0.47996745983323164
Male,0.4,Graduate,No,0.6804123711340205,0.5331632653061225,0.7777777777777777,0.2316666666666667,0.5348837209302326,Approved,0.6472,0.31462273744152947
Female,1.0,Not Graduate,Yes,0.09278350515463918,0.08928571428571429,0.8888888888888888,0.14500000000000002,0.08305647840531562,Rejected,0.782,0.27028676021964615
Male,0.2,Not Graduate,Yes,0.8762886597938144,0.7142857142857143,0.3333333333333333,0.17000000000000004,0.7940199335548174,Approved,0.7012,0.3656701240593858
Female,0.8,Graduate,Yes,0.18556701030927833,0.19642857142857142,0.2222222222222222,0.895,0.15614617940199338,Rejected,1.0,0.21598535692495427
Female,0.4,Not Graduate,No,0.9896907216494845,0.9515306122448979,0.4444444444444445,0.5683333333333334,0.6057585825027686,Approved,0.9348000000000001,0.14541387024608507
Female,0.8,Graduate,No,0.5670103092783505,0.5306122448979591,0.8888888888888888,0.31500000000000006,0.25359911406423036,Rejected,0.8808,0.07199511897498478
Female,0.8,Graduate,No,0.8865979381443299,0.520408163265306,0.8888888888888888,0.4,0.6323366555924697,Approved,0.3407999999999999,0.4124466137888957
Female,0.8,Graduate,No,0.3711340206185567,0.2193877551020408,0.1111111111111111,0.9066666666666667,0.3322259136212625,Approved,0.3368,0.54220052877771
Female,0.2,Graduate,No,0.15463917525773194,0.15561224489795916,0.4444444444444445,0.2533333333333334,0.10299003322259137,Rejected,0.9060000000000001,0.1557860484034981
Female,0.4,Graduate,No,0.08247422680412371,0.04336734693877551,0.4444444444444445,0.10999999999999999,0.06312292358803986,Rejected,0.19999999999999996,0.4677648972950986
Female,1.0,Graduate,No,0.010309278350515465,0.020408163265306124,0.0,0.0,0.014396456256921373,Rejected,0.8668,0.16168395363026236
Female,0.4,Graduate,Yes,0.6597938144329897,0.375,0.8888888888888888,0.28333333333333344,0.3410852713178295,Approved,0.30920000000000003,0.2704901362619484
Female,0.4,Not Graduate,No,0.8762886597938144,0.6301020408163265,1.0,0.935,0.5902547065337763,Approved,0.5496000000000001,0.2843197071384992
Female,0.8,Graduate,No,0.9484536082474226,0.7423469387755102,0.5555555555555556,0.43666666666666676,0.9324473975636768,Approved,0.6512,0.4327842180191174
Male,0.0,Graduate,No,0.4329896907216495,0.2678571428571429,0.6666666666666665,0.2716666666666667,0.28017718715393136,Approved,0.382,0.33150294895261334
Male,0.8,Not Graduate,No,0.020618556701030927,0.015306122448979593,0.5555555555555556,0.29666666666666675,0.018826135105204873,Rejected,0.29999999999999993,0.32194427496440925
Female,0.4,Not Graduate,Yes,0.010309278350515465,0.020408163265306124,0.0,0.6700000000000002,0.008859357696567,Rejected,0.8668,0.06935123042505592
Female,0.4,Not Graduate,Yes,0.422680412371134,0.32142857142857145,1.0,0.53,0.3145071982281285,Rejected,0.6000000000000001,0.30160667073418757
Female,0.8,Graduate,No,0.14432989690721648,0.10714285714285715,0.5555555555555556,0.5550000000000002,0.08859357696567,Rejected,0.5247999999999999,0.2271710392515762
Female,1.0,Not Graduate,Yes,0.6185567010309277,0.5943877551020408,0.4444444444444445,0.05166666666666675,0.6744186046511629,Rejected,0.9224000000000001,0.3756355501321944
Female,0.6000000000000001,Not Graduate,Yes,0.4123711340206186,0.23979591836734693,0.7777777777777777,0.9016666666666668,0.32668881506090813,Approved,0.32399999999999995,0.4742729306487695
Female,0.8,Not Graduate,Yes,0.9072164948453608,0.45408163265306123,0.5555555555555556,0.7733333333333334,0.5437430786267996,Approved,0.20440000000000003,0.4037014439699004
Female,0.0,Graduate,No,0.2577319587628866,0.26275510204081637,0.2222222222222222,0.4850000000000001,0.16943521594684388,Approved,0.9704000000000002,0.14866788692292052
Female,0.2,Graduate,Yes,0.979381443298969,0.9081632653061225,0.0,0.6983333333333335,0.6434108527131783,Approved,0.8804000000000001,0.1789709172259508
Male,0.4,Graduate,No,0.3195876288659794,0.16581632653061223,0.6666666666666665,0.02833333333333332,0.20598006644518274,Rejected,0.22439999999999993,0.41570063046573114
Female,0.0,Not Graduate,No,0.010309278350515465,0.020408163265306124,0.3333333333333333,0.7966666666666669,0.017718715393134,Rejected,0.8668,0.2172056131787676
Male,0.6000000000000001,Graduate,Yes,0.7422680412371133,0.4566326530612245,0.6666666666666665,0.0033333333333334103,0.345514950166113,Rejected,0.38359999999999994,0.20052877770998576
Female,1.0,Not Graduate,No,0.7113402061855669,0.49489795918367346,0.3333333333333333,0.33666666666666667,0.5271317829457365,Rejected,0.51,0.3430953833638397
Female,1.0,Not Graduate,Yes,0.7319587628865979,0.5561224489795918,0.8888888888888888,0.9650000000000001,0.6511627906976745,Approved,0.6108,0.39231238560097614
Male,0.2,Not Graduate,No,0.845360824742268,0.5892857142857143,0.6666666666666665,0.2283333333333334,0.6899224806201552,Approved,0.5144,0.39231238560097614
Female,0.0,Not Graduate,Yes,0.3195876288659794,0.2678571428571429,0.5555555555555556,0.8283333333333334,0.1904761904761905,Approved,0.7092,0.1789709172259508
Male,0.8,Not Graduate,Yes,0.5773195876288659,0.5841836734693877,0.8888888888888888,0.26,0.5537098560354375,Rejected,1.0,0.2892007321537523
Female,0.0,Not Graduate,No,0.04123711340206186,0.033163265306122444,0.2222222222222222,0.5783333333333334,0.043189368770764125,Rejected,0.4667999999999999,0.3941427699816962
Female,0.0,Not Graduate,No,0.7216494845360825,0.39540816326530615,0.5555555555555556,0.1316666666666667,0.5492801771871539,Approved,0.27759999999999996,0.4911531421598536
Male,0.2,Not Graduate,Yes,0.9175257731958762,0.8316326530612245,0.0,0.6950000000000001,0.36877076411960136,Approved,0.8460000000000001,0.05572503559080741
Female,1.0,Graduate,No,0.07216494845360825,0.05102040816326531,0.7777777777777777,0.40833333333333344,0.037652270210409754,Rejected,0.4223999999999999,0.18344519015659957
Male,0.4,Graduate,No,0.061855670103092786,0.07397959183673469,0.3333333333333333,0.02833333333333332,0.04208194905869325,Rejected,1.0,0.11429733577384585
Female,0.2,Not Graduate,No,0.8556701030927835,0.8316326530612245,0.4444444444444445,0.45000000000000007,0.4086378737541529,Approved,0.9483999999999999,0.07809640024405123
Male,0.0,Not Graduate,Yes,0.9072164948453608,0.46938775510204084,0.8888888888888888,0.9416666666666667,0.6489479512735328,Approved,0.23119999999999985,0.48911938173683134
Male,0.6000000000000001,Graduate,No,0.7010309278350515,0.489795918367347,0.6666666666666665,0.6983333333333335,0.5592469545957919,Approved,0.5144,0.3782794386821232
Female,0.6000000000000001,Graduate,No,0.0,0.007653061224489796,0.7777777777777777,0.8683333333333334,0.007751937984496124,Rejected,0.6000000000000001,0.2202562538133008
Female,0.8,Not Graduate,Yes,0.020618556701030927,0.012755102040816325,0.4444444444444445,0.9316666666666669,0.0221483942414175,Rejected,0.19999999999999996,0.4575960951799878
Male,0.6000000000000001,Not Graduate,No,0.5051546391752577,0.4566326530612245,0.4444444444444445,0.15833333333333333,0.32668881506090813,Rejected,0.8275999999999999,0.1816148057758796
Female,0.4,Not Graduate,Yes,0.05154639175257732,0.058673469387755105,0.5555555555555556,0.21500000000000008,0.0664451827242525,Rejected,0.8855999999999999,0.3481797844213952
Female,0.6000000000000001,Graduate,No,0.020618556701030927,0.022959183673469385,0.5555555555555556,0.935,0.018826135105204873,Rejected,0.6000000000000001,0.20337604230221681
Female,0.0,Not Graduate,Yes,0.9587628865979381,0.5229591836734694,0.6666666666666665,0.44166666666666676,0.8183831672203766,Approved,0.27559999999999996,0.5739271913768559
Male,1.0,Graduate,No,0.8865979381443299,0.5688775510204082,0.4444444444444445,0.09500000000000008,0.434108527131783,Rejected,0.4272,0.20378279438682126
Male,0.6000000000000001,Not Graduate,Yes,0.16494845360824742,0.08418367346938777,0.8888888888888888,0.275,0.09634551495016612,Rejected,0.19999999999999996,0.3616026032133415
Male,0.8,Not Graduate,Yes,0.6804123711340205,0.3469387755102041,0.3333333333333333,0.29833333333333334,0.6168327796234774,Approved,0.21760000000000002,0.6682936750050843
Male,0.6000000000000001,Not Graduate,No,0.13402061855670103,0.13265306122448978,0.7777777777777777,0.6950000000000001,0.09080841638981174,Rejected,0.8668,0.1655480984340045
Male,0.6000000000000001,Graduate,No,0.14432989690721648,0.13265306122448978,0.5555555555555556,0.20833333333333337,0.08084163898117387,Rejected,0.7752000000000001,0.13219442749644092
Male,0.4,Not Graduate,No,0.4536082474226804,0.41836734693877553,0.0,0.81,0.28460686600221485,Rejected,0.8519999999999999,0.16534472239170225
Male,1.0,Not Graduate,Yes,0.20618556701030927,0.16326530612244897,0.2222222222222222,0.13666666666666671,0.16611295681063126,Rejected,0.6179999999999999,0.31502948952613385
Male,0.6000000000000001,Not Graduate,Yes,0.27835051546391754,0.20918367346938774,0.5555555555555556,0.44000000000000006,0.14396456256921375,Rejected,0.5724,0.16798861094163112
Male,0.0,Graduate,No,0.0,0.01020408163265306,0.3333333333333333,0.3350000000000001,0.012181616832779624,Rejected,0.8,0.28330282692698794
Female,0.4,Not Graduate,Yes,0.23711340206185563,0.23214285714285712,0.4444444444444445,0.7116666666666667,0.2558139534883721,Approved,0.9039999999999999,0.35590807402887936
Male,0.8,Not Graduate,No,0.3505154639175258,0.18367346938775508,0.2222222222222222,0.99,0.19269102990033224,Rejected,0.23320000000000007,0.3300793166564979
Female,0.0,Graduate,Yes,0.5463917525773195,0.41836734693877553,0.8888888888888888,0.8816666666666668,0.2779623477297896,Approved,0.6144000000000001,0.15802318486882247
Female,0.8,Not Graduate,No,0.6597938144329897,0.4362244897959184,1.0,0.3433333333333334,0.5016611295681064,Rejected,0.4543999999999999,0.38153345535895866
Female,0.4,Graduate,Yes,0.8659793814432989,0.8112244897959183,0.2222222222222222,0.8366666666666667,0.6644518272425249,Approved,0.8932,0.2302216798861094
Male,1.0,Not Graduate,No,0.04123711340206186,0.030612244897959183,0.6666666666666665,0.405,0.035437430786268,Rejected,0.3999999999999999,0.3355704697986577
Male,0.6000000000000001,Graduate,Yes,0.12371134020618556,0.07397959183673469,1.0,0.7866666666666668,0.10631229235880399,Rejected,0.3144,0.48301810046776494
Male,0.6000000000000001,Graduate,No,0.3917525773195876,0.2755102040816327,0.5555555555555556,0.45333333333333337,0.26910299003322263,Rejected,0.51,0.2999796623957698
Male,0.0,Not Graduate,Yes,0.4845360824742268,0.29591836734693877,0.7777777777777777,0.6816666666666666,0.41417497231450723,Approved,0.37159999999999993,0.49339027862517804
Female,1.0,Graduate,No,0.18556701030927833,0.15051020408163265,0.8888888888888888,0.17000000000000004,0.1550387596899225,Rejected,0.6400000000000001,0.3199105145413871
Male,0.2,Not Graduate,Yes,0.5154639175257731,0.48469387755102045,0.3333333333333333,0.30166666666666675,0.513842746400886,Approved,0.8848,0.34065487085621315
Male,1.0,Graduate,Yes,0.8969072164948453,0.7270408163265306,0.2222222222222222,0.7866666666666668,0.5260243632336656,Approved,0.6944000000000001,0.18568232662192394
Male,0.2,Graduate,Yes,0.6494845360824741,0.5178571428571428,0.0,0.010000000000000009,0.4285714285714286,Approved,0.6676,0.2334756965629449
Male,0.4,Not Graduate,No,0.1134020618556701,0.10714285714285715,0.2222222222222222,0.19166666666666676,0.05094130675526025,Rejected,0.7848000000000002,0.07341875127110029
Male,0.6000000000000001,Not Graduate,No,0.9484536082474226,0.8852040816326531,0.7777777777777777,0.41333333333333344,0.6987818383167221,Approved,0.8892,0.21639210900955871
Female,1.0,Not Graduate,No,0.49484536082474223,0.2780612244897959,0.3333333333333333,0.6683333333333334,0.30786267995570327,Rejected,0.29600000000000004,0.3595688427903193
Male,0.4,Graduate,No,0.288659793814433,0.18877551020408162,0.5555555555555556,0.9833333333333334,0.21151716500553713,Approved,0.42680000000000007,0.36241610738255037
Female,1.0,Not Graduate,Yes,0.9999999999999999,0.8418367346938775,0.2222222222222222,0.10666666666666669,0.6611295681063124,Rejected,0.7456,0.21456172462883874
Male,1.0,Graduate,Yes,0.05154639175257732,0.025510204081632654,1.0,0.6733333333333333,0.044296788482835,Rejected,0.14279999999999993,0.5358958714663412
Female,0.6000000000000001,Graduate,Yes,0.3917525773195876,0.26275510204081637,0.4444444444444445,0.030000000000000027,0.21151716500553713,Rejected,0.45999999999999996,0.22167988610941633
Male,1.0,Not Graduate,No,0.29896907216494845,0.23724489795918366,0.0,0.7683333333333333,0.24141749723145076,Rejected,0.6388,0.31767337807606266
Male,0.8,Not Graduate,No,0.443298969072165,0.3775510204081633,0.2222222222222222,0.655,0.31672203765227025,Rejected,0.7424,0.23815334553589593
Female,0.6000000000000001,Not Graduate,No,0.979381443298969,0.5178571428571428,0.7777777777777777,0.3733333333333334,0.7574750830564785,Approved,0.24960000000000004,0.5267439495627415
Female,0.4,Not Graduate,Yes,0.18556701030927833,0.12755102040816327,0.4444444444444445,0.635,0.14507198228128462,Rejected,0.45999999999999996,0.3654667480170837
Female,0.4,Graduate,Yes,0.8144329896907216,0.5612244897959183,0.8888888888888888,0.7283333333333335,0.761904761904762,Approved,0.5012000000000001,0.4785438275371162
Male,0.0,Not Graduate,No,0.5670103092783505,0.3979591836734694,0.7777777777777777,0.5633333333333335,0.3322259136212625,Approved,0.5156000000000001,0.23632296115517595
Female,0.8,Not Graduate,No,0.5773195876288659,0.31887755102040816,0.0,0.5933333333333335,0.26467331118493914,Rejected,0.28279999999999994,0.2334756965629449
Male,0.2,Graduate,No,0.16494845360824742,0.15816326530612243,0.2222222222222222,0.4,0.12624584717607976,Rejected,0.8444,0.2165954850518609
Male,0.8,Not Graduate,Yes,0.9175257731958762,0.8903061224489796,0.2222222222222222,0.06833333333333336,0.35658914728682173,Rejected,0.9472,0.03579418344519017
Female,0.0,Not Graduate,Yes,0.4742268041237114,0.4387755102040817,0.0,0.1183333333333334,0.4462901439645626,Rejected,0.8584,0.3205206426682937
Female,0.6000000000000001,Not Graduate,Yes,0.3711340206185567,0.2602040816326531,0.5555555555555556,0.9766666666666668,0.23588039867109636,Approved,0.5051999999999999,0.2678462477120196
